dataset,fold,subset,meta_learner,models_in_subset,n_valid,n_test,stacked_auc,stacked_ece,stacked_brier,mean_auc,mean_ece,mean_brier,best_single_model,best_single_selected_on,best_single_auc,best_single_ece,best_single_brier,best_single_on_test_model,best_single_on_test_auc,lift_stacked_vs_test_best_auc,lift_stacked_vs_mean_auc,lift_stacked_vs_best_auc,lift_stacked_vs_mean_ece,lift_stacked_vs_best_ece,weight_bkt,weight_pfa,weight_pfa_recency,weight_elorasch,weight_dkt,weight_sakt,weight_akt,weight_simplekt
assist2012,4,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",428860,542817,0.696552,0.004088,0.188875,0.689175,0.0307,0.192109,bkt,valid,0.680866,0.008151,0.192325,bkt,0.680866,0.015686,0.007377,0.015686,-0.026612,-0.004063,0.620405,-0.404484,0.497746,0.742783,,,,
assist2012,4,classical,bma,"bkt,pfa,pfa_recency,elorasch",428860,542817,0.680866,0.008151,0.192325,0.689175,0.0307,0.192109,bkt,valid,0.680866,0.008151,0.192325,bkt,0.680866,0.0,-0.008309,0.0,-0.022549,0.0,1.0,0.0,0.0,0.0,,,,
assist2012,4,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",428860,542817,0.69971,0.002552,0.188084,0.689175,0.0307,0.192109,bkt,valid,0.680866,0.008151,0.192325,bkt,0.680866,0.018844,0.010535,0.018844,-0.028148,-0.005599,nan,nan,nan,nan,,,,
assist2012,4,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",428860,542817,0.697905,0.008078,0.18858,0.689175,0.0307,0.192109,bkt,valid,0.680866,0.008151,0.192325,bkt,0.680866,0.017039,0.00873,0.017039,-0.022622,-7.3e-05,nan,nan,nan,nan,,,,
assist2012,4,deep,logistic_stacked,"dkt,sakt,akt,simplekt",423475,536087,0.778014,0.002003,0.166279,0.771679,0.022791,0.169189,akt,valid,0.772492,0.01261,0.168315,akt,0.772492,0.005522,0.006335,0.005522,-0.020789,-0.010608,,,,,0.267593,-0.074515,0.395365,0.422468
assist2012,4,deep,ridge_stacked,"dkt,sakt,akt,simplekt",423475,536087,0.778014,0.002003,0.166279,0.771679,0.022791,0.169189,akt,valid,0.772492,0.01261,0.168315,akt,0.772492,0.005522,0.006335,0.005522,-0.020788,-0.010607,,,,,0.267604,-0.07453,0.395367,0.422473
assist2012,4,deep,bma,"dkt,sakt,akt,simplekt",423475,536087,0.772492,0.01261,0.168315,0.771679,0.022791,0.169189,akt,valid,0.772492,0.01261,0.168315,akt,0.772492,0.0,0.000814,0.0,-0.010181,0.0,,,,,0.0,0.0,1.0,0.0
assist2012,4,deep,xgb_stacked,"dkt,sakt,akt,simplekt",423475,536087,0.778183,0.001888,0.16619,0.771679,0.022791,0.169189,akt,valid,0.772492,0.01261,0.168315,akt,0.772492,0.005691,0.006505,0.005691,-0.020904,-0.010723,,,,,nan,nan,nan,nan
assist2012,4,deep,mlp_stacked,"dkt,sakt,akt,simplekt",423475,536087,0.778266,0.00664,0.166227,0.771679,0.022791,0.169189,akt,valid,0.772492,0.01261,0.168315,akt,0.772492,0.005773,0.006587,0.005773,-0.016152,-0.005971,,,,,nan,nan,nan,nan
ednet,0,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",79103,133974,0.647442,0.012341,0.210153,0.639888,0.018808,0.212055,elorasch,valid,0.641491,0.047139,0.213957,elorasch,0.641491,0.005951,0.007554,0.005951,-0.006467,-0.034798,0.506326,-0.058128,0.133226,0.852638,,,,
ednet,0,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",79103,133974,0.647442,0.012347,0.210153,0.639888,0.018808,0.212055,elorasch,valid,0.641491,0.047139,0.213957,elorasch,0.641491,0.005951,0.007554,0.005951,-0.006461,-0.034792,0.506318,-0.05828,0.133221,0.853168,,,,
ednet,0,classical,bma,"bkt,pfa,pfa_recency,elorasch",79103,133974,0.62951,0.018786,0.213726,0.639888,0.018808,0.212055,elorasch,valid,0.641491,0.047139,0.213957,elorasch,0.641491,-0.011981,-0.010378,-0.011981,-2.3e-05,-0.028353,1.0,0.0,0.0,0.0,,,,
ednet,0,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",79103,133974,0.647878,0.008873,0.209904,0.639888,0.018808,0.212055,elorasch,valid,0.641491,0.047139,0.213957,elorasch,0.641491,0.006387,0.007989,0.006387,-0.009935,-0.038265,nan,nan,nan,nan,,,,
ednet,0,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",79103,133974,0.645343,0.006096,0.210597,0.639888,0.018808,0.212055,elorasch,valid,0.641491,0.047139,0.213957,elorasch,0.641491,0.003852,0.005455,0.003852,-0.012712,-0.041042,nan,nan,nan,nan,,,,
ednet,0,deep,logistic_stacked,"dkt,sakt,akt,simplekt",77883,132209,0.665357,0.015092,0.207719,0.63232,0.086524,0.227431,simplekt,valid,0.658462,0.148408,0.237773,simplekt,0.658462,0.006895,0.033037,0.006895,-0.071432,-0.133317,,,,,-0.005402,0.014304,-0.223168,0.419714
ednet,0,deep,ridge_stacked,"dkt,sakt,akt,simplekt",77883,132209,0.665358,0.015122,0.207718,0.63232,0.086524,0.227431,simplekt,valid,0.658462,0.148408,0.237773,simplekt,0.658462,0.006896,0.033037,0.006896,-0.071402,-0.133287,,,,,-0.005386,0.014317,-0.223243,0.419746
ednet,0,deep,bma,"dkt,sakt,akt,simplekt",77883,132209,0.606431,0.090556,0.230781,0.63232,0.086524,0.227431,simplekt,valid,0.658462,0.148408,0.237773,simplekt,0.658462,-0.052031,-0.025889,-0.052031,0.004032,-0.057852,,,,,1.0,0.0,0.0,0.0
ednet,0,deep,xgb_stacked,"dkt,sakt,akt,simplekt",77883,132209,0.680314,0.008049,0.203868,0.63232,0.086524,0.227431,simplekt,valid,0.658462,0.148408,0.237773,simplekt,0.658462,0.021852,0.047994,0.021852,-0.078475,-0.14036,,,,,nan,nan,nan,nan
ednet,0,deep,mlp_stacked,"dkt,sakt,akt,simplekt",77883,132209,0.673458,0.014534,0.205661,0.63232,0.086524,0.227431,simplekt,valid,0.658462,0.148408,0.237773,simplekt,0.658462,0.014996,0.041138,0.014996,-0.07199,-0.133875,,,,,nan,nan,nan,nan
ednet,1,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",111863,133974,0.646918,0.010888,0.210162,0.639509,0.021334,0.212061,elorasch,valid,0.640902,0.04591,0.213805,elorasch,0.640902,0.006016,0.007408,0.006016,-0.010446,-0.035022,0.434709,0.096777,0.016258,0.833478,,,,
ednet,1,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",111863,133974,0.646912,0.010484,0.210167,0.639509,0.021334,0.212061,elorasch,valid,0.640902,0.04591,0.213805,elorasch,0.640902,0.00601,0.007403,0.00601,-0.01085,-0.035426,0.43872,0.095079,0.020858,0.801784,,,,
ednet,1,classical,bma,"bkt,pfa,pfa_recency,elorasch",111863,133974,0.640902,0.04591,0.213805,0.639509,0.021334,0.212061,elorasch,valid,0.640902,0.04591,0.213805,elorasch,0.640902,0.0,0.001393,0.0,0.024576,0.0,0.0,0.0,0.0,1.0,,,,
ednet,1,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",111863,133974,0.647351,0.007266,0.209893,0.639509,0.021334,0.212061,elorasch,valid,0.640902,0.04591,0.213805,elorasch,0.640902,0.006449,0.007842,0.006449,-0.014069,-0.038644,nan,nan,nan,nan,,,,
ednet,1,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",111863,133974,0.647364,0.013564,0.210209,0.639509,0.021334,0.212061,elorasch,valid,0.640902,0.04591,0.213805,elorasch,0.640902,0.006462,0.007855,0.006462,-0.007771,-0.032346,nan,nan,nan,nan,,,,
ednet,1,deep,logistic_stacked,"dkt,sakt,akt,simplekt",110391,132209,0.664904,0.028481,0.208277,0.63288,0.085113,0.227789,simplekt,valid,0.659407,0.132468,0.232739,simplekt,0.659407,0.005498,0.032024,0.005498,-0.056632,-0.103987,,,,,-0.134008,0.025558,-0.134761,0.452521
ednet,1,deep,ridge_stacked,"dkt,sakt,akt,simplekt",110391,132209,0.664905,0.028465,0.208277,0.63288,0.085113,0.227789,simplekt,valid,0.659407,0.132468,0.232739,simplekt,0.659407,0.005498,0.032024,0.005498,-0.056648,-0.104003,,,,,-0.134035,0.025566,-0.134787,0.452551
ednet,1,deep,bma,"dkt,sakt,akt,simplekt",110391,132209,0.606841,0.091434,0.231402,0.63288,0.085113,0.227789,simplekt,valid,0.659407,0.132468,0.232739,simplekt,0.659407,-0.052565,-0.026039,-0.052565,0.006321,-0.041033,,,,,1.0,0.0,0.0,0.0
ednet,1,deep,xgb_stacked,"dkt,sakt,akt,simplekt",110391,132209,0.682529,0.023556,0.203744,0.63288,0.085113,0.227789,simplekt,valid,0.659407,0.132468,0.232739,simplekt,0.659407,0.023122,0.049649,0.023122,-0.061557,-0.108912,,,,,nan,nan,nan,nan
ednet,1,deep,mlp_stacked,"dkt,sakt,akt,simplekt",110391,132209,0.679794,0.033796,0.205082,0.63288,0.085113,0.227789,simplekt,valid,0.659407,0.132468,0.232739,simplekt,0.659407,0.020387,0.046913,0.020387,-0.051318,-0.098672,,,,,nan,nan,nan,nan
ednet,2,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",86355,133974,0.647616,0.011909,0.210149,0.640529,0.017416,0.211954,elorasch,valid,0.641586,0.04684,0.21396,elorasch,0.641586,0.00603,0.007087,0.00603,-0.005507,-0.034931,0.533923,0.037487,0.057081,0.834429,,,,
ednet,2,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",86355,133974,0.647609,0.011452,0.210145,0.640529,0.017416,0.211954,elorasch,valid,0.641586,0.04684,0.21396,elorasch,0.641586,0.006023,0.007081,0.006023,-0.005964,-0.035388,0.527367,0.041972,0.065253,0.791869,,,,
ednet,2,classical,bma,"bkt,pfa,pfa_recency,elorasch",86355,133974,0.629019,0.017739,0.213746,0.640529,0.017416,0.211954,elorasch,valid,0.641586,0.04684,0.21396,elorasch,0.641586,-0.012567,-0.01151,-0.012567,0.000323,-0.029101,1.0,0.0,0.0,0.0,,,,
ednet,2,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",86355,133974,0.647883,0.009432,0.209893,0.640529,0.017416,0.211954,elorasch,valid,0.641586,0.04684,0.21396,elorasch,0.641586,0.006297,0.007355,0.006297,-0.007984,-0.037408,nan,nan,nan,nan,,,,
ednet,2,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",86355,133974,0.64819,0.01781,0.21023,0.640529,0.017416,0.211954,elorasch,valid,0.641586,0.04684,0.21396,elorasch,0.641586,0.006604,0.007662,0.006604,0.000394,-0.02903,nan,nan,nan,nan,,,,
ednet,2,deep,logistic_stacked,"dkt,sakt,akt,simplekt",85108,132209,0.662051,0.013229,0.208276,0.632649,0.087569,0.22719,simplekt,valid,0.657867,0.146561,0.237687,simplekt,0.657867,0.004184,0.029402,0.004184,-0.07434,-0.133333,,,,,0.080826,0.047932,-0.225739,0.340596
ednet,2,deep,ridge_stacked,"dkt,sakt,akt,simplekt",85108,132209,0.662051,0.013228,0.208276,0.632649,0.087569,0.22719,simplekt,valid,0.657867,0.146561,0.237687,simplekt,0.657867,0.004185,0.029402,0.004185,-0.074341,-0.133333,,,,,0.080861,0.047951,-0.225817,0.340615
ednet,2,deep,bma,"dkt,sakt,akt,simplekt",85108,132209,0.606587,0.088401,0.230173,0.632649,0.087569,0.22719,simplekt,valid,0.657867,0.146561,0.237687,simplekt,0.657867,-0.05128,-0.026062,-0.05128,0.000832,-0.058161,,,,,1.0,0.0,0.0,0.0
ednet,2,deep,xgb_stacked,"dkt,sakt,akt,simplekt",85108,132209,0.67921,0.006136,0.204164,0.632649,0.087569,0.22719,simplekt,valid,0.657867,0.146561,0.237687,simplekt,0.657867,0.021343,0.046561,0.021343,-0.081433,-0.140426,,,,,nan,nan,nan,nan
ednet,2,deep,mlp_stacked,"dkt,sakt,akt,simplekt",85108,132209,0.674712,0.011329,0.205376,0.632649,0.087569,0.22719,simplekt,valid,0.657867,0.146561,0.237687,simplekt,0.657867,0.016845,0.042063,0.016845,-0.07624,-0.135232,,,,,nan,nan,nan,nan
ednet,3,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",91741,133974,0.646137,0.016856,0.210663,0.640366,0.020375,0.212081,bkt,valid,0.628835,0.018296,0.213744,elorasch,0.641601,0.004536,0.005771,0.017302,-0.003519,-0.00144,0.64961,0.018096,0.057502,0.580081,,,,
ednet,3,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",91741,133974,0.646087,0.017108,0.210673,0.640366,0.020375,0.212081,bkt,valid,0.628835,0.018296,0.213744,elorasch,0.641601,0.004486,0.005721,0.017252,-0.003267,-0.001188,0.638296,0.019501,0.059446,0.559442,,,,
ednet,3,classical,bma,"bkt,pfa,pfa_recency,elorasch",91741,133974,0.628835,0.018296,0.213744,0.640366,0.020375,0.212081,bkt,valid,0.628835,0.018296,0.213744,elorasch,0.641601,-0.012766,-0.011531,0.0,-0.002079,0.0,1.0,0.0,0.0,0.0,,,,
ednet,3,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",91741,133974,0.646052,0.010697,0.21027,0.640366,0.020375,0.212081,bkt,valid,0.628835,0.018296,0.213744,elorasch,0.641601,0.004451,0.005686,0.017217,-0.009678,-0.007598,nan,nan,nan,nan,,,,
ednet,3,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",91741,133974,0.647647,0.011655,0.210185,0.640366,0.020375,0.212081,bkt,valid,0.628835,0.018296,0.213744,elorasch,0.641601,0.006046,0.007281,0.018812,-0.00872,-0.006641,nan,nan,nan,nan,,,,
ednet,3,deep,logistic_stacked,"dkt,sakt,akt,simplekt",90433,132209,0.659729,0.022827,0.209043,0.632972,0.085275,0.226925,simplekt,valid,0.65679,0.145087,0.237052,simplekt,0.65679,0.002939,0.026757,0.002939,-0.062448,-0.12226,,,,,-0.030941,0.024348,-0.078636,0.329061
ednet,3,deep,ridge_stacked,"dkt,sakt,akt,simplekt",90433,132209,0.65973,0.022797,0.209042,0.632972,0.085275,0.226925,simplekt,valid,0.65679,0.145087,0.237052,simplekt,0.65679,0.00294,0.026758,0.00294,-0.062478,-0.12229,,,,,-0.030951,0.024354,-0.078659,0.329079
ednet,3,deep,bma,"dkt,sakt,akt,simplekt",90433,132209,0.606335,0.089656,0.229884,0.632972,0.085275,0.226925,simplekt,valid,0.65679,0.145087,0.237052,simplekt,0.65679,-0.050455,-0.026637,-0.050455,0.004381,-0.055431,,,,,1.0,0.0,0.0,0.0
ednet,3,deep,xgb_stacked,"dkt,sakt,akt,simplekt",90433,132209,0.679488,0.01764,0.20438,0.632972,0.085275,0.226925,simplekt,valid,0.65679,0.145087,0.237052,simplekt,0.65679,0.022698,0.046516,0.022698,-0.067635,-0.127447,,,,,nan,nan,nan,nan
ednet,3,deep,mlp_stacked,"dkt,sakt,akt,simplekt",90433,132209,0.675944,0.033092,0.205958,0.632972,0.085275,0.226925,simplekt,valid,0.65679,0.145087,0.237052,simplekt,0.65679,0.019154,0.042972,0.019154,-0.052183,-0.111995,,,,,nan,nan,nan,nan
ednet,4,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",93564,133974,0.647645,0.010886,0.210099,0.639831,0.017592,0.212003,elorasch,valid,0.641109,0.045742,0.213902,elorasch,0.641109,0.006536,0.007814,0.006536,-0.006706,-0.034856,0.434141,-0.039452,0.108499,0.903738,,,,
ednet,4,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",93564,133974,0.647645,0.010717,0.210098,0.639831,0.017592,0.212003,elorasch,valid,0.641109,0.045742,0.213902,elorasch,0.641109,0.006536,0.007814,0.006536,-0.006875,-0.035025,0.434975,-0.039447,0.109078,0.89893,,,,
ednet,4,classical,bma,"bkt,pfa,pfa_recency,elorasch",93564,133974,0.630503,0.017963,0.213619,0.639831,0.017592,0.212003,elorasch,valid,0.641109,0.045742,0.213902,elorasch,0.641109,-0.010606,-0.009328,-0.010606,0.000371,-0.027779,0.976872,0.0,0.0,0.023128,,,,
ednet,4,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",93564,133974,0.647992,0.00631,0.209791,0.639831,0.017592,0.212003,elorasch,valid,0.641109,0.045742,0.213902,elorasch,0.641109,0.006883,0.008161,0.006883,-0.011282,-0.039432,nan,nan,nan,nan,,,,
ednet,4,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",93564,133974,0.648547,0.007729,0.209888,0.639831,0.017592,0.212003,elorasch,valid,0.641109,0.045742,0.213902,elorasch,0.641109,0.007438,0.008716,0.007438,-0.009863,-0.038013,nan,nan,nan,nan,,,,
ednet,4,deep,logistic_stacked,"dkt,sakt,akt,simplekt",92249,132209,0.660204,0.017402,0.208855,0.630837,0.08795,0.229484,simplekt,valid,0.653691,0.142891,0.238855,simplekt,0.653691,0.006513,0.029367,0.006513,-0.070547,-0.125489,,,,,-0.150478,0.00244,-0.14255,0.504934
ednet,4,deep,ridge_stacked,"dkt,sakt,akt,simplekt",92249,132209,0.660204,0.017416,0.208854,0.630837,0.08795,0.229484,simplekt,valid,0.653691,0.142891,0.238855,simplekt,0.653691,0.006514,0.029368,0.006514,-0.070534,-0.125475,,,,,-0.150522,0.002454,-0.142592,0.504984
ednet,4,deep,bma,"dkt,sakt,akt,simplekt",92249,132209,0.604237,0.091342,0.232255,0.630837,0.08795,0.229484,simplekt,valid,0.653691,0.142891,0.238855,simplekt,0.653691,-0.049454,-0.0266,-0.049454,0.003393,-0.051549,,,,,1.0,0.0,0.0,0.0
ednet,4,deep,xgb_stacked,"dkt,sakt,akt,simplekt",92249,132209,0.678589,0.005304,0.203998,0.630837,0.08795,0.229484,simplekt,valid,0.653691,0.142891,0.238855,simplekt,0.653691,0.024899,0.047753,0.024899,-0.082646,-0.137588,,,,,nan,nan,nan,nan
ednet,4,deep,mlp_stacked,"dkt,sakt,akt,simplekt",92249,132209,0.674521,0.009801,0.205085,0.630837,0.08795,0.229484,simplekt,valid,0.653691,0.142891,0.238855,simplekt,0.653691,0.02083,0.043684,0.02083,-0.078149,-0.13309,,,,,nan,nan,nan,nan
