dataset,fold,subset,models_in_subset,aggregator,n_rows,auc,ece,brier,best_single_model,best_single_selected_on,best_single_auc,delta_auc,best_single_ece,delta_ece,best_single_brier,delta_brier,best_single_on_test_model,best_single_on_test_auc,best_single_on_test_ece,delta_auc_vs_test_best
bridge2algebra2006,4,classical,"bkt,pfa,pfa_recency,elorasch",median,354262,0.753701,0.018409,0.116355,pfa_recency,valid,0.74841,0.005291,0.011269,0.00714,0.117124,-0.000769,pfa_recency,0.74841,0.011269,0.005291
bridge2algebra2006,4,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,352370,0.812273,0.015749,0.10594,akt,valid,0.805861,0.006412,0.009314,0.006435,0.107894,-0.001953,akt,0.805861,0.009314,0.006412
bridge2algebra2006,4,deep,"dkt,sakt,akt,simplekt",geometric_mean,352370,0.812523,0.0161,0.105702,akt,valid,0.805861,0.006662,0.009314,0.006786,0.107894,-0.002192,akt,0.805861,0.009314,0.006662
bridge2algebra2006,4,deep,"dkt,sakt,akt,simplekt",logit_mean,352370,0.81293,0.009816,0.105898,akt,valid,0.805861,0.007069,0.009314,0.000502,0.107894,-0.001995,akt,0.805861,0.009314,0.007069
bridge2algebra2006,4,deep,"dkt,sakt,akt,simplekt",rank_mean,352370,0.810696,nan,nan,akt,valid,0.805861,0.004835,0.009314,nan,0.107894,nan,akt,0.805861,0.009314,0.004835
bridge2algebra2006,4,deep,"dkt,sakt,akt,simplekt",median,352370,0.810858,0.011196,0.106125,akt,valid,0.805861,0.004997,0.009314,0.001882,0.107894,-0.001768,akt,0.805861,0.009314,0.004997
assist2012,0,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,542817,0.689243,0.030779,0.1921,bkt,valid,0.680836,0.008406,0.008537,0.022243,0.192349,-0.00025,bkt,0.680836,0.008537,0.008406
assist2012,0,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,542817,0.689734,0.030943,0.192102,bkt,valid,0.680836,0.008898,0.008537,0.022407,0.192349,-0.000247,bkt,0.680836,0.008537,0.008898
assist2012,0,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,542817,0.688544,0.028279,0.192099,bkt,valid,0.680836,0.007708,0.008537,0.019743,0.192349,-0.00025,bkt,0.680836,0.008537,0.007708
assist2012,0,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,542817,0.688529,nan,nan,bkt,valid,0.680836,0.007692,0.008537,nan,0.192349,nan,bkt,0.680836,0.008537,0.007692
assist2012,0,classical,"bkt,pfa,pfa_recency,elorasch",median,542817,0.683004,0.021925,0.192875,bkt,valid,0.680836,0.002168,0.008537,0.013389,0.192349,0.000525,bkt,0.680836,0.008537,0.002168
assist2012,0,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,536087,0.771622,0.026273,0.169221,akt,valid,0.772909,-0.001286,0.014961,0.011312,0.168261,0.000961,akt,0.772909,0.014961,-0.001286
assist2012,0,deep,"dkt,sakt,akt,simplekt",geometric_mean,536087,0.771586,0.023833,0.1688,akt,valid,0.772909,-0.001323,0.014961,0.008872,0.168261,0.000539,akt,0.772909,0.014961,-0.001323
assist2012,0,deep,"dkt,sakt,akt,simplekt",logit_mean,536087,0.772632,0.02091,0.168681,akt,valid,0.772909,-0.000277,0.014961,0.005949,0.168261,0.000421,akt,0.772909,0.014961,-0.000277
assist2012,0,deep,"dkt,sakt,akt,simplekt",rank_mean,536087,0.767934,nan,nan,akt,valid,0.772909,-0.004974,0.014961,nan,0.168261,nan,akt,0.772909,0.014961,-0.004974
assist2012,0,deep,"dkt,sakt,akt,simplekt",median,536087,0.770659,0.021211,0.169231,akt,valid,0.772909,-0.002249,0.014961,0.006251,0.168261,0.00097,akt,0.772909,0.014961,-0.002249
assist2012,1,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,542817,0.689175,0.031097,0.192133,bkt,valid,0.680724,0.008451,0.008243,0.022854,0.192339,-0.000206,bkt,0.680724,0.008243,0.008451
assist2012,1,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,542817,0.68966,0.03126,0.192133,bkt,valid,0.680724,0.008935,0.008243,0.023017,0.192339,-0.000206,bkt,0.680724,0.008243,0.008935
assist2012,1,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,542817,0.688488,0.028369,0.192134,bkt,valid,0.680724,0.007764,0.008243,0.020126,0.192339,-0.000205,bkt,0.680724,0.008243,0.007764
assist2012,1,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,542817,0.688369,nan,nan,bkt,valid,0.680724,0.007645,0.008243,nan,0.192339,nan,bkt,0.680724,0.008243,0.007645
assist2012,1,classical,"bkt,pfa,pfa_recency,elorasch",median,542817,0.682932,0.022402,0.192928,bkt,valid,0.680724,0.002208,0.008243,0.014159,0.192339,0.000589,bkt,0.680724,0.008243,0.002208
assist2012,1,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,536087,0.771671,0.024466,0.169108,akt,valid,0.772772,-0.001101,0.014935,0.009532,0.168316,0.000792,akt,0.772772,0.014935,-0.001101
assist2012,1,deep,"dkt,sakt,akt,simplekt",geometric_mean,536087,0.771684,0.021847,0.168704,akt,valid,0.772772,-0.001088,0.014935,0.006912,0.168316,0.000389,akt,0.772772,0.014935,-0.001088
assist2012,1,deep,"dkt,sakt,akt,simplekt",logit_mean,536087,0.772616,0.01909,0.16859,akt,valid,0.772772,-0.000157,0.014935,0.004155,0.168316,0.000274,akt,0.772772,0.014935,-0.000157
assist2012,1,deep,"dkt,sakt,akt,simplekt",rank_mean,536087,0.767964,nan,nan,akt,valid,0.772772,-0.004809,0.014935,nan,0.168316,nan,akt,0.772772,0.014935,-0.004809
assist2012,1,deep,"dkt,sakt,akt,simplekt",median,536087,0.770831,0.019568,0.169091,akt,valid,0.772772,-0.001941,0.014935,0.004633,0.168316,0.000775,akt,0.772772,0.014935,-0.001941
assist2012,2,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,542817,0.689121,0.030731,0.192148,bkt,valid,0.680908,0.008214,0.00762,0.023111,0.192331,-0.000183,bkt,0.680908,0.00762,0.008214
assist2012,2,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,542817,0.68961,0.030874,0.192137,bkt,valid,0.680908,0.008702,0.00762,0.023254,0.192331,-0.000194,bkt,0.680908,0.00762,0.008702
assist2012,2,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,542817,0.688439,0.028143,0.192141,bkt,valid,0.680908,0.007531,0.00762,0.020523,0.192331,-0.00019,bkt,0.680908,0.00762,0.007531
assist2012,2,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,542817,0.688238,nan,nan,bkt,valid,0.680908,0.00733,0.00762,nan,0.192331,nan,bkt,0.680908,0.00762,0.00733
assist2012,2,classical,"bkt,pfa,pfa_recency,elorasch",median,542817,0.682961,0.021856,0.192929,bkt,valid,0.680908,0.002053,0.00762,0.014235,0.192331,0.000598,bkt,0.680908,0.00762,0.002053
assist2012,2,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,536087,0.770889,0.024337,0.169446,akt,valid,0.771735,-0.000846,0.014769,0.009568,0.168718,0.000728,akt,0.771735,0.014769,-0.000846
assist2012,2,deep,"dkt,sakt,akt,simplekt",geometric_mean,536087,0.770803,0.021941,0.169015,akt,valid,0.771735,-0.000931,0.014769,0.007172,0.168718,0.000297,akt,0.771735,0.014769,-0.000931
assist2012,2,deep,"dkt,sakt,akt,simplekt",logit_mean,536087,0.771976,0.020917,0.168978,akt,valid,0.771735,0.000241,0.014769,0.006148,0.168718,0.00026,akt,0.771735,0.014769,0.000241
assist2012,2,deep,"dkt,sakt,akt,simplekt",rank_mean,536087,0.767278,nan,nan,akt,valid,0.771735,-0.004456,0.014769,nan,0.168718,nan,akt,0.771735,0.014769,-0.004456
assist2012,2,deep,"dkt,sakt,akt,simplekt",median,536087,0.770264,0.020396,0.169431,akt,valid,0.771735,-0.001471,0.014769,0.005627,0.168718,0.000713,akt,0.771735,0.014769,-0.001471
assist2012,3,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,542817,0.689154,0.030833,0.192137,bkt,valid,0.680942,0.008213,0.008015,0.022818,0.192335,-0.000198,bkt,0.680942,0.008015,0.008213
assist2012,3,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,542817,0.689657,0.030977,0.19214,bkt,valid,0.680942,0.008715,0.008015,0.022962,0.192335,-0.000195,bkt,0.680942,0.008015,0.008715
assist2012,3,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,542817,0.688445,0.028266,0.192135,bkt,valid,0.680942,0.007504,0.008015,0.020251,0.192335,-0.0002,bkt,0.680942,0.008015,0.007504
assist2012,3,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,542817,0.688439,nan,nan,bkt,valid,0.680942,0.007497,0.008015,nan,0.192335,nan,bkt,0.680942,0.008015,0.007497
assist2012,3,classical,"bkt,pfa,pfa_recency,elorasch",median,542817,0.68292,0.021618,0.192913,bkt,valid,0.680942,0.001978,0.008015,0.013603,0.192335,0.000577,bkt,0.680942,0.008015,0.001978
assist2012,3,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,536087,0.771283,0.024788,0.169284,akt,valid,0.771509,-0.000226,0.014137,0.010652,0.168699,0.000585,akt,0.771509,0.014137,-0.000226
assist2012,3,deep,"dkt,sakt,akt,simplekt",geometric_mean,536087,0.771271,0.022374,0.168857,akt,valid,0.771509,-0.000238,0.014137,0.008237,0.168699,0.000158,akt,0.771509,0.014137,-0.000238
assist2012,3,deep,"dkt,sakt,akt,simplekt",logit_mean,536087,0.772292,0.019693,0.168775,akt,valid,0.771509,0.000783,0.014137,0.005556,0.168699,7.7e-05,akt,0.771509,0.014137,0.000783
assist2012,3,deep,"dkt,sakt,akt,simplekt",rank_mean,536087,0.767625,nan,nan,akt,valid,0.771509,-0.003883,0.014137,nan,0.168699,nan,akt,0.771509,0.014137,-0.003883
assist2012,3,deep,"dkt,sakt,akt,simplekt",median,536087,0.770288,0.019615,0.169325,akt,valid,0.771509,-0.00122,0.014137,0.005478,0.168699,0.000626,akt,0.771509,0.014137,-0.00122
assist2012,4,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,542817,0.689175,0.0307,0.192109,bkt,valid,0.680866,0.008309,0.008151,0.022549,0.192325,-0.000216,bkt,0.680866,0.008151,0.008309
assist2012,4,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,542817,0.689668,0.030705,0.192102,bkt,valid,0.680866,0.008803,0.008151,0.022555,0.192325,-0.000223,bkt,0.680866,0.008151,0.008803
assist2012,4,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,542817,0.688469,0.028183,0.192109,bkt,valid,0.680866,0.007604,0.008151,0.020032,0.192325,-0.000216,bkt,0.680866,0.008151,0.007604
assist2012,4,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,542817,0.688392,nan,nan,bkt,valid,0.680866,0.007526,0.008151,nan,0.192325,nan,bkt,0.680866,0.008151,0.007526
assist2012,4,classical,"bkt,pfa,pfa_recency,elorasch",median,542817,0.682968,0.021937,0.192898,bkt,valid,0.680866,0.002102,0.008151,0.013786,0.192325,0.000573,bkt,0.680866,0.008151,0.002102
assist2012,4,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,536087,0.771679,0.022791,0.169189,akt,valid,0.772492,-0.000814,0.01261,0.010181,0.168315,0.000874,akt,0.772492,0.01261,-0.000814
assist2012,4,deep,"dkt,sakt,akt,simplekt",geometric_mean,536087,0.771811,0.018269,0.168599,akt,valid,0.772492,-0.000682,0.01261,0.005658,0.168315,0.000284,akt,0.772492,0.01261,-0.000682
assist2012,4,deep,"dkt,sakt,akt,simplekt",logit_mean,536087,0.77241,0.02079,0.168911,akt,valid,0.772492,-8.3e-05,0.01261,0.008179,0.168315,0.000596,akt,0.772492,0.01261,-8.3e-05
assist2012,4,deep,"dkt,sakt,akt,simplekt",rank_mean,536087,0.768074,nan,nan,akt,valid,0.772492,-0.004419,0.01261,nan,0.168315,nan,akt,0.772492,0.01261,-0.004419
assist2012,4,deep,"dkt,sakt,akt,simplekt",median,536087,0.771046,0.019175,0.16913,akt,valid,0.772492,-0.001447,0.01261,0.006565,0.168315,0.000816,akt,0.772492,0.01261,-0.001447
ednet,0,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,133974,0.639786,0.019254,0.212043,elorasch,valid,0.641491,-0.001705,0.047139,-0.027884,0.213957,-0.001915,elorasch,0.641491,0.047139,-0.001705
ednet,0,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,133974,0.640502,0.016163,0.211813,elorasch,valid,0.641491,-0.000989,0.047139,-0.030975,0.213957,-0.002145,elorasch,0.641491,0.047139,-0.000989
ednet,0,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,133974,0.638664,0.028806,0.212907,elorasch,valid,0.641491,-0.002827,0.047139,-0.018333,0.213957,-0.00105,elorasch,0.641491,0.047139,-0.002827
ednet,0,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,133974,0.642718,nan,nan,elorasch,valid,0.641491,0.001227,0.047139,nan,0.213957,nan,elorasch,0.641491,0.047139,0.001227
ednet,0,classical,"bkt,pfa,pfa_recency,elorasch",median,133974,0.637815,0.019979,0.21249,elorasch,valid,0.641491,-0.003676,0.047139,-0.027159,0.213957,-0.001467,elorasch,0.641491,0.047139,-0.003676
ednet,0,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,132209,0.63232,0.086524,0.227431,simplekt,valid,0.658462,-0.026142,0.148408,-0.061885,0.237773,-0.010342,simplekt,0.658462,0.148408,-0.026142
ednet,0,deep,"dkt,sakt,akt,simplekt",geometric_mean,132209,0.63243,0.087686,0.22829,simplekt,valid,0.658462,-0.026032,0.148408,-0.060722,0.237773,-0.009484,simplekt,0.658462,0.148408,-0.026032
ednet,0,deep,"dkt,sakt,akt,simplekt",logit_mean,132209,0.637532,0.097994,0.228567,simplekt,valid,0.658462,-0.02093,0.148408,-0.050414,0.237773,-0.009206,simplekt,0.658462,0.148408,-0.02093
ednet,0,deep,"dkt,sakt,akt,simplekt",rank_mean,132209,0.629516,nan,nan,simplekt,valid,0.658462,-0.028946,0.148408,nan,0.237773,nan,simplekt,0.658462,0.148408,-0.028946
ednet,0,deep,"dkt,sakt,akt,simplekt",median,132209,0.623239,0.091488,0.230986,simplekt,valid,0.658462,-0.035223,0.148408,-0.05692,0.237773,-0.006788,simplekt,0.658462,0.148408,-0.035223
ednet,1,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,133974,0.639509,0.021334,0.212061,elorasch,valid,0.640902,-0.001393,0.04591,-0.024576,0.213805,-0.001744,elorasch,0.640902,0.04591,-0.001393
ednet,1,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,133974,0.640261,0.017637,0.211783,elorasch,valid,0.640902,-0.000641,0.04591,-0.028273,0.213805,-0.002023,elorasch,0.640902,0.04591,-0.000641
ednet,1,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,133974,0.638048,0.032859,0.213325,elorasch,valid,0.640902,-0.002854,0.04591,-0.013051,0.213805,-0.00048,elorasch,0.640902,0.04591,-0.002854
ednet,1,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,133974,0.642477,nan,nan,elorasch,valid,0.640902,0.001575,0.04591,nan,0.213805,nan,elorasch,0.640902,0.04591,0.001575
ednet,1,classical,"bkt,pfa,pfa_recency,elorasch",median,133974,0.638077,0.019496,0.212343,elorasch,valid,0.640902,-0.002825,0.04591,-0.026414,0.213805,-0.001462,elorasch,0.640902,0.04591,-0.002825
ednet,1,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,132209,0.63288,0.085113,0.227789,simplekt,valid,0.659407,-0.026527,0.132468,-0.047355,0.232739,-0.00495,simplekt,0.659407,0.132468,-0.026527
ednet,1,deep,"dkt,sakt,akt,simplekt",geometric_mean,132209,0.632904,0.089253,0.228797,simplekt,valid,0.659407,-0.026502,0.132468,-0.043215,0.232739,-0.003943,simplekt,0.659407,0.132468,-0.026502
ednet,1,deep,"dkt,sakt,akt,simplekt",logit_mean,132209,0.63664,0.093414,0.228731,simplekt,valid,0.659407,-0.022767,0.132468,-0.039054,0.232739,-0.004009,simplekt,0.659407,0.132468,-0.022767
ednet,1,deep,"dkt,sakt,akt,simplekt",rank_mean,132209,0.631093,nan,nan,simplekt,valid,0.659407,-0.028313,0.132468,nan,0.232739,nan,simplekt,0.659407,0.132468,-0.028313
ednet,1,deep,"dkt,sakt,akt,simplekt",median,132209,0.625361,0.090286,0.230975,simplekt,valid,0.659407,-0.034045,0.132468,-0.042182,0.232739,-0.001764,simplekt,0.659407,0.132468,-0.034045
ednet,2,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,133974,0.640529,0.017416,0.211954,elorasch,valid,0.641586,-0.001057,0.04684,-0.029424,0.21396,-0.002006,elorasch,0.641586,0.04684,-0.001057
ednet,2,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,133974,0.641206,0.015006,0.21176,elorasch,valid,0.641586,-0.00038,0.04684,-0.031834,0.21396,-0.002199,elorasch,0.641586,0.04684,-0.00038
ednet,2,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,133974,0.639409,0.02639,0.21276,elorasch,valid,0.641586,-0.002177,0.04684,-0.02045,0.21396,-0.001199,elorasch,0.641586,0.04684,-0.002177
ednet,2,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,133974,0.64306,nan,nan,elorasch,valid,0.641586,0.001473,0.04684,nan,0.21396,nan,elorasch,0.641586,0.04684,0.001473
ednet,2,classical,"bkt,pfa,pfa_recency,elorasch",median,133974,0.639009,0.017229,0.212289,elorasch,valid,0.641586,-0.002577,0.04684,-0.029611,0.21396,-0.00167,elorasch,0.641586,0.04684,-0.002577
ednet,2,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,132209,0.632649,0.087569,0.22719,simplekt,valid,0.657867,-0.025218,0.146561,-0.058992,0.237687,-0.010497,simplekt,0.657867,0.146561,-0.025218
ednet,2,deep,"dkt,sakt,akt,simplekt",geometric_mean,132209,0.632559,0.089438,0.228082,simplekt,valid,0.657867,-0.025308,0.146561,-0.057123,0.237687,-0.009605,simplekt,0.657867,0.146561,-0.025308
ednet,2,deep,"dkt,sakt,akt,simplekt",logit_mean,132209,0.638461,0.098878,0.228281,simplekt,valid,0.657867,-0.019405,0.146561,-0.047683,0.237687,-0.009407,simplekt,0.657867,0.146561,-0.019405
ednet,2,deep,"dkt,sakt,akt,simplekt",rank_mean,132209,0.630077,nan,nan,simplekt,valid,0.657867,-0.027789,0.146561,nan,0.237687,nan,simplekt,0.657867,0.146561,-0.027789
ednet,2,deep,"dkt,sakt,akt,simplekt",median,132209,0.622842,0.091661,0.231,simplekt,valid,0.657867,-0.035025,0.146561,-0.054901,0.237687,-0.006688,simplekt,0.657867,0.146561,-0.035025
ednet,3,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,133974,0.640366,0.020375,0.212081,bkt,valid,0.628835,0.011531,0.018296,0.002079,0.213744,-0.001663,elorasch,0.641601,0.046883,-0.001235
ednet,3,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,133974,0.641025,0.016488,0.211931,bkt,valid,0.628835,0.01219,0.018296,-0.001808,0.213744,-0.001813,elorasch,0.641601,0.046883,-0.000576
ednet,3,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,133974,0.639323,0.030914,0.213161,bkt,valid,0.628835,0.010489,0.018296,0.012618,0.213744,-0.000583,elorasch,0.641601,0.046883,-0.002277
ednet,3,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,133974,0.64317,nan,nan,bkt,valid,0.628835,0.014336,0.018296,nan,0.213744,nan,elorasch,0.641601,0.046883,0.00157
ednet,3,classical,"bkt,pfa,pfa_recency,elorasch",median,133974,0.638023,0.02151,0.212613,bkt,valid,0.628835,0.009188,0.018296,0.003214,0.213744,-0.001131,elorasch,0.641601,0.046883,-0.003578
ednet,3,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,132209,0.632972,0.085275,0.226925,simplekt,valid,0.65679,-0.023818,0.145087,-0.059812,0.237052,-0.010128,simplekt,0.65679,0.145087,-0.023818
ednet,3,deep,"dkt,sakt,akt,simplekt",geometric_mean,132209,0.633077,0.088511,0.227887,simplekt,valid,0.65679,-0.023713,0.145087,-0.056576,0.237052,-0.009165,simplekt,0.65679,0.145087,-0.023713
ednet,3,deep,"dkt,sakt,akt,simplekt",logit_mean,132209,0.638054,0.095657,0.228027,simplekt,valid,0.65679,-0.018736,0.145087,-0.04943,0.237052,-0.009025,simplekt,0.65679,0.145087,-0.018736
ednet,3,deep,"dkt,sakt,akt,simplekt",rank_mean,132209,0.630464,nan,nan,simplekt,valid,0.65679,-0.026326,0.145087,nan,0.237052,nan,simplekt,0.65679,0.145087,-0.026326
ednet,3,deep,"dkt,sakt,akt,simplekt",median,132209,0.623249,0.090494,0.230848,simplekt,valid,0.65679,-0.033541,0.145087,-0.054593,0.237052,-0.006204,simplekt,0.65679,0.145087,-0.033541
ednet,4,classical,"bkt,pfa,pfa_recency,elorasch",arithmetic_mean,133974,0.639831,0.017592,0.212003,elorasch,valid,0.641109,-0.001278,0.045742,-0.02815,0.213902,-0.001898,elorasch,0.641109,0.045742,-0.001278
ednet,4,classical,"bkt,pfa,pfa_recency,elorasch",geometric_mean,133974,0.640476,0.015002,0.21178,elorasch,valid,0.641109,-0.000633,0.045742,-0.03074,0.213902,-0.002122,elorasch,0.641109,0.045742,-0.000633
ednet,4,classical,"bkt,pfa,pfa_recency,elorasch",logit_mean,133974,0.638698,0.02821,0.213023,elorasch,valid,0.641109,-0.002411,0.045742,-0.017532,0.213902,-0.000879,elorasch,0.641109,0.045742,-0.002411
ednet,4,classical,"bkt,pfa,pfa_recency,elorasch",rank_mean,133974,0.642692,nan,nan,elorasch,valid,0.641109,0.001583,0.045742,nan,0.213902,nan,elorasch,0.641109,0.045742,0.001583
ednet,4,classical,"bkt,pfa,pfa_recency,elorasch",median,133974,0.638099,0.018595,0.212386,elorasch,valid,0.641109,-0.00301,0.045742,-0.027147,0.213902,-0.001516,elorasch,0.641109,0.045742,-0.00301
ednet,4,deep,"dkt,sakt,akt,simplekt",arithmetic_mean,132209,0.630837,0.08795,0.229484,simplekt,valid,0.653691,-0.022854,0.142891,-0.054941,0.238855,-0.009371,simplekt,0.653691,0.142891,-0.022854
ednet,4,deep,"dkt,sakt,akt,simplekt",geometric_mean,132209,0.631455,0.093952,0.230591,simplekt,valid,0.653691,-0.022236,0.142891,-0.048939,0.238855,-0.008265,simplekt,0.653691,0.142891,-0.022236
ednet,4,deep,"dkt,sakt,akt,simplekt",logit_mean,132209,0.632989,0.0911,0.230376,simplekt,valid,0.653691,-0.020702,0.142891,-0.051791,0.238855,-0.008479,simplekt,0.653691,0.142891,-0.020702
ednet,4,deep,"dkt,sakt,akt,simplekt",rank_mean,132209,0.628005,nan,nan,simplekt,valid,0.653691,-0.025686,0.142891,nan,0.238855,nan,simplekt,0.653691,0.142891,-0.025686
ednet,4,deep,"dkt,sakt,akt,simplekt",median,132209,0.62211,0.092324,0.232732,simplekt,valid,0.653691,-0.03158,0.142891,-0.050567,0.238855,-0.006123,simplekt,0.653691,0.142891,-0.03158
