dataset,fold,meta_learner,models_in_subset,n_valid,n_test,n_concepts_fit,gated_auc,gated_ece,gated_brier,mean_auc,mean_ece,mean_brier,stacked_auc,stacked_ece,stacked_brier,best_single_model,best_single_selected_on,best_single_on_test_model,best_single_auc,best_single_ece,best_single_brier,lift_gated_vs_mean_auc,lift_gated_vs_best_auc,lift_gated_vs_stack_auc,lift_gated_vs_mean_ece,lift_gated_vs_best_ece,lift_gated_vs_stack_ece
assist2012,4,static_concept_weights,"dkt,sakt,akt,simplekt",423475,536087,209,0.778707,0.002455,0.166066,0.771679,0.022788,0.169189,0.778014,0.002029,0.166279,akt,valid,akt,0.772492,0.012622,0.168315,0.007028,0.006214,0.000693,-0.020333,-0.010167,0.000426
assist2012,4,global_stack_concept_intercept,"dkt,sakt,akt,simplekt",423475,536087,209,0.778597,0.002435,0.166096,0.771679,0.022788,0.169189,0.778014,0.002029,0.166279,akt,valid,akt,0.772492,0.012622,0.168315,0.006918,0.006105,0.000583,-0.020352,-0.010186,0.000406
assist2012,4,linear_gating,"dkt,sakt,akt,simplekt",423475,536087,-1,0.76963,0.039301,0.172105,0.771679,0.022788,0.169189,0.778014,0.002029,0.166279,akt,valid,akt,0.772492,0.012622,0.168315,-0.002049,-0.002863,-0.008384,0.016513,0.026679,0.037272
ednet,0,static_concept_weights,"dkt,sakt,akt,simplekt",181289,301372,185,0.940415,0.004495,0.0871,0.936392,0.011862,0.089761,0.94067,0.006068,0.086943,simplekt,valid,simplekt,0.940611,0.02186,0.088204,0.004024,-0.000195,-0.000255,-0.007366,-0.017365,-0.001572
ednet,0,global_stack_concept_intercept,"dkt,sakt,akt,simplekt",181289,301372,185,0.940555,0.005449,0.086999,0.936392,0.011862,0.089761,0.94067,0.006068,0.086943,simplekt,valid,simplekt,0.940611,0.02186,0.088204,0.004164,-5.5e-05,-0.000115,-0.006413,-0.016412,-0.000619
ednet,0,linear_gating,"dkt,sakt,akt,simplekt",181289,301372,-1,0.940234,0.014327,0.087933,0.936392,0.011862,0.089761,0.94067,0.006068,0.086943,simplekt,valid,simplekt,0.940611,0.02186,0.088204,0.003842,-0.000377,-0.000436,0.002465,-0.007534,0.008259
ednet,1,static_concept_weights,"dkt,sakt,akt,simplekt",258480,301372,184,0.941373,0.007975,0.086608,0.936344,0.009624,0.089546,0.941491,0.009105,0.086619,simplekt,valid,simplekt,0.941215,0.013728,0.087027,0.005029,0.000158,-0.000118,-0.001649,-0.005753,-0.00113
ednet,1,global_stack_concept_intercept,"dkt,sakt,akt,simplekt",258480,301372,184,0.941516,0.008189,0.086591,0.936344,0.009624,0.089546,0.941491,0.009105,0.086619,simplekt,valid,simplekt,0.941215,0.013728,0.087027,0.005173,0.000302,2.5e-05,-0.001436,-0.00554,-0.000917
ednet,1,linear_gating,"dkt,sakt,akt,simplekt",258480,301372,-1,0.940243,0.008011,0.08775,0.936344,0.009624,0.089546,0.941491,0.009105,0.086619,simplekt,valid,simplekt,0.941215,0.013728,0.087027,0.003899,-0.000972,-0.001248,-0.001613,-0.005717,-0.001094
ednet,2,static_concept_weights,"dkt,sakt,akt,simplekt",191811,301372,184,0.93995,0.003946,0.087408,0.936457,0.012856,0.08978,0.940307,0.006546,0.087195,simplekt,valid,simplekt,0.940673,0.020558,0.088107,0.003493,-0.000723,-0.000358,-0.00891,-0.016612,-0.0026
ednet,2,global_stack_concept_intercept,"dkt,sakt,akt,simplekt",191811,301372,184,0.940098,0.005796,0.087325,0.936457,0.012856,0.08978,0.940307,0.006546,0.087195,simplekt,valid,simplekt,0.940673,0.020558,0.088107,0.003642,-0.000574,-0.000209,-0.007059,-0.014762,-0.00075
ednet,2,linear_gating,"dkt,sakt,akt,simplekt",191811,301372,-1,0.940425,0.015808,0.087766,0.936457,0.012856,0.08978,0.940307,0.006546,0.087195,simplekt,valid,simplekt,0.940673,0.020558,0.088107,0.003968,-0.000248,0.000117,0.002952,-0.00475,0.009261
ednet,3,static_concept_weights,"dkt,sakt,akt,simplekt",215928,301372,185,0.940029,0.007881,0.087345,0.936519,0.011404,0.089574,0.940179,0.010599,0.087395,simplekt,valid,simplekt,0.940562,0.019548,0.087984,0.00351,-0.000532,-0.00015,-0.003523,-0.011667,-0.002717
ednet,3,global_stack_concept_intercept,"dkt,sakt,akt,simplekt",215928,301372,185,0.940242,0.009389,0.08733,0.936519,0.011404,0.089574,0.940179,0.010599,0.087395,simplekt,valid,simplekt,0.940562,0.019548,0.087984,0.003723,-0.000319,6.4e-05,-0.002015,-0.010159,-0.001209
ednet,3,linear_gating,"dkt,sakt,akt,simplekt",215928,301372,-1,0.940375,0.013168,0.087537,0.936519,0.011404,0.089574,0.940179,0.010599,0.087395,simplekt,valid,simplekt,0.940562,0.019548,0.087984,0.003856,-0.000187,0.000196,0.001764,-0.00638,0.00257
ednet,4,static_concept_weights,"dkt,sakt,akt,simplekt",215744,301372,184,0.940855,0.002913,0.086807,0.936266,0.012237,0.089826,0.940694,0.002106,0.086917,simplekt,valid,simplekt,0.940598,0.021363,0.088375,0.004589,0.000258,0.000161,-0.009324,-0.01845,0.000806
ednet,4,global_stack_concept_intercept,"dkt,sakt,akt,simplekt",215744,301372,184,0.940763,0.002373,0.086873,0.936266,0.012237,0.089826,0.940694,0.002106,0.086917,simplekt,valid,simplekt,0.940598,0.021363,0.088375,0.004497,0.000166,6.9e-05,-0.009864,-0.01899,0.000267
ednet,4,linear_gating,"dkt,sakt,akt,simplekt",215744,301372,-1,0.939231,0.008513,0.088421,0.936266,0.012237,0.089826,0.940694,0.002106,0.086917,simplekt,valid,simplekt,0.940598,0.021363,0.088375,0.002964,-0.001367,-0.001463,-0.003724,-0.01285,0.006406
