dataset,fold,subset,meta_learner,models_in_subset,best_single_model,best_single_selected_on,n_valid,n_test,n_students,stacked_auc,best_single_auc,delta_auc,auc_ci_low,auc_ci_high,auc_p,stacked_ece,best_single_ece,delta_ece,ece_ci_low,ece_ci_high,ece_p,auc_p_holm,auc_p_reject_holm,ece_p_holm,ece_p_reject_holm
bridge2algebra2006,2,deep,mlp_stacked,"dkt,sakt,akt,simplekt",akt,valid,301562,352370,229,0.821968,0.807446,0.014522,0.012994,0.015927,0.0,0.006948,0.007236,-0.000288,-0.004424,0.003837,0.86,0.0,True,1.0,False
bridge2algebra2006,3,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,309493,354262,229,0.758437,0.748474,0.009963,0.008117,0.011719,0.0,0.007316,0.011135,-0.003819,-0.005284,-0.00084,0.007,0.0,True,0.077,False
bridge2algebra2006,3,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,309493,354262,229,0.758457,0.748474,0.009983,0.008139,0.011741,0.0,0.007217,0.011135,-0.003918,-0.005307,-0.000919,0.007,0.0,True,0.077,False
bridge2algebra2006,3,classical,bma,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,309493,354262,229,0.746117,0.748474,-0.002357,-0.005779,0.000748,0.147,0.007523,0.011135,-0.003612,-0.004712,0.001889,0.305,0.735,False,1.0,False
bridge2algebra2006,3,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,309493,354262,229,0.761712,0.748474,0.013238,0.011519,0.014909,0.0,0.002953,0.011135,-0.008182,-0.00927,-0.005302,0.0,0.0,True,0.0,True
bridge2algebra2006,3,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,309493,354262,229,0.759516,0.748474,0.011042,0.009186,0.012748,0.0,0.004472,0.011135,-0.006664,-0.009283,-0.001695,0.005,0.0,True,0.06,False
bridge2algebra2006,3,deep,logistic_stacked,"dkt,sakt,akt,simplekt",akt,valid,307842,352370,229,0.818379,0.805745,0.012633,0.01129,0.013951,0.0,0.004311,0.006766,-0.002455,-0.004701,-1e-06,0.05,0.0,True,0.784,False
bridge2algebra2006,3,deep,ridge_stacked,"dkt,sakt,akt,simplekt",akt,valid,307842,352370,229,0.818377,0.805745,0.012632,0.011293,0.013948,0.0,0.004257,0.006766,-0.002509,-0.00473,-1.4e-05,0.049,0.0,True,0.784,False
bridge2algebra2006,3,deep,bma,"dkt,sakt,akt,simplekt",akt,valid,307842,352370,229,0.805745,0.805745,0.0,0.0,0.0,1.0,0.006766,0.006766,0.0,0.0,0.0,1.0,1.0,False,1.0,False
bridge2algebra2006,3,deep,xgb_stacked,"dkt,sakt,akt,simplekt",akt,valid,307842,352370,229,0.819067,0.805745,0.013321,0.011966,0.014665,0.0,0.004573,0.006766,-0.002193,-0.004331,3.9e-05,0.059,0.0,True,0.826,False
bridge2algebra2006,3,deep,mlp_stacked,"dkt,sakt,akt,simplekt",akt,valid,307842,352370,229,0.819252,0.805745,0.013507,0.012129,0.014841,0.0,0.002293,0.006766,-0.004473,-0.005817,-0.00104,0.011,0.0,True,0.19799999999999998,False
bridge2algebra2006,4,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,284203,354262,229,0.758511,0.74841,0.010101,0.008461,0.011675,0.0,0.006902,0.011269,-0.004367,-0.00577,-0.001175,0.001,0.0,True,0.014,True
bridge2algebra2006,4,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,284203,354262,229,0.758535,0.74841,0.010125,0.008485,0.011707,0.0,0.00701,0.011269,-0.004259,-0.005741,-0.001063,0.001,0.0,True,0.014,True
bridge2algebra2006,4,classical,bma,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,284203,354262,229,0.746749,0.74841,-0.001661,-0.004995,0.001372,0.28,0.010814,0.011269,-0.000455,-0.002705,0.003212,0.96,0.735,False,1.0,False
bridge2algebra2006,4,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,284203,354262,229,0.760917,0.74841,0.012507,0.010885,0.014046,0.0,0.003533,0.011269,-0.007736,-0.008624,-0.005015,0.0,0.0,True,0.0,True
bridge2algebra2006,4,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",pfa_recency,valid,284203,354262,229,0.759257,0.74841,0.010847,0.009135,0.012478,0.0,0.006869,0.011269,-0.0044,-0.005879,-0.002066,0.0,0.0,True,0.0,True
bridge2algebra2006,4,deep,logistic_stacked,"dkt,sakt,akt,simplekt",akt,valid,282684,352370,229,0.818336,0.805861,0.012475,0.011063,0.013842,0.0,0.002115,0.009314,-0.007199,-0.008131,-0.003754,0.0,0.0,True,0.0,True
bridge2algebra2006,4,deep,ridge_stacked,"dkt,sakt,akt,simplekt",akt,valid,282684,352370,229,0.818336,0.805861,0.012475,0.011064,0.013842,0.0,0.002096,0.009314,-0.007217,-0.008144,-0.003721,0.0,0.0,True,0.0,True
bridge2algebra2006,4,deep,bma,"dkt,sakt,akt,simplekt",akt,valid,282684,352370,229,0.805861,0.805861,0.0,0.0,0.0,1.0,0.009314,0.009314,0.0,0.0,0.0,1.0,1.0,False,1.0,False
bridge2algebra2006,4,deep,xgb_stacked,"dkt,sakt,akt,simplekt",akt,valid,282684,352370,229,0.818604,0.805861,0.012743,0.011409,0.014011,0.0,0.003126,0.009314,-0.006188,-0.007539,-0.00326,0.0,0.0,True,0.0,True
bridge2algebra2006,4,deep,mlp_stacked,"dkt,sakt,akt,simplekt",akt,valid,282684,352370,229,0.818928,0.805861,0.013067,0.011756,0.014292,0.0,0.011208,0.009314,0.001894,-0.001704,0.004828,0.312,0.0,True,1.0,False
assist2012,0,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,445206,542817,5497,0.696602,0.680836,0.015766,0.014531,0.016938,0.0,0.004561,0.008537,-0.003975,-0.006401,-0.001623,0.0,0.0,True,0.0,True
assist2012,0,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,445206,542817,5497,0.696602,0.680836,0.015766,0.014531,0.016938,0.0,0.004572,0.008537,-0.003964,-0.006394,-0.00162,0.0,0.0,True,0.0,True
assist2012,0,classical,bma,"bkt,pfa,pfa_recency,elorasch",bkt,valid,445206,542817,5497,0.680836,0.680836,0.0,0.0,0.0,1.0,0.008537,0.008537,0.0,0.0,0.0,1.0,1.0,False,1.0,False
assist2012,0,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,445206,542817,5497,0.699518,0.680836,0.018682,0.017315,0.019957,0.0,0.003079,0.008537,-0.005457,-0.007579,-0.002615,0.0,0.0,True,0.0,True
assist2012,0,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,445206,542817,5497,0.69794,0.680836,0.017104,0.015828,0.01833,0.0,0.003738,0.008537,-0.004798,-0.006637,-0.002579,0.0,0.0,True,0.0,True
assist2012,0,deep,logistic_stacked,"dkt,sakt,akt,simplekt",akt,valid,439766,536087,5497,0.777844,0.772909,0.004935,0.00457,0.005288,0.0,0.002019,0.014961,-0.012942,-0.014093,-0.010283,0.0,0.0,True,0.0,True
assist2012,0,deep,ridge_stacked,"dkt,sakt,akt,simplekt",akt,valid,439766,536087,5497,0.777844,0.772909,0.004935,0.00457,0.005289,0.0,0.002028,0.014961,-0.012932,-0.014075,-0.010297,0.0,0.0,True,0.0,True
assist2012,0,deep,bma,"dkt,sakt,akt,simplekt",akt,valid,439766,536087,5497,0.772909,0.772909,0.0,0.0,0.0,1.0,0.014961,0.014961,0.0,0.0,0.0,1.0,1.0,False,1.0,False
assist2012,0,deep,xgb_stacked,"dkt,sakt,akt,simplekt",akt,valid,439766,536087,5497,0.777942,0.772909,0.005034,0.004656,0.005393,0.0,0.002049,0.014961,-0.012912,-0.01386,-0.010278,0.0,0.0,True,0.0,True
assist2012,0,deep,mlp_stacked,"dkt,sakt,akt,simplekt",akt,valid,439766,536087,5497,0.777969,0.772909,0.00506,0.004698,0.005428,0.0,0.003377,0.014961,-0.011583,-0.012124,-0.010167,0.0,0.0,True,0.0,True
assist2012,1,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,437974,542817,5497,0.696577,0.680724,0.015853,0.014572,0.017062,0.0,0.00398,0.008243,-0.004264,-0.006507,-0.002382,0.0,0.0,True,0.0,True
assist2012,1,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,437974,542817,5497,0.696577,0.680724,0.015853,0.014572,0.017062,0.0,0.003977,0.008243,-0.004266,-0.006509,-0.002374,0.0,0.0,True,0.0,True
assist2012,1,classical,bma,"bkt,pfa,pfa_recency,elorasch",bkt,valid,437974,542817,5497,0.680724,0.680724,0.0,0.0,0.0,1.0,0.008243,0.008243,0.0,0.0,0.0,1.0,1.0,False,1.0,False
assist2012,1,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,437974,542817,5497,0.699815,0.680724,0.019091,0.017683,0.020414,0.0,0.001887,0.008243,-0.006356,-0.008062,-0.003449,0.0,0.0,True,0.0,True
assist2012,1,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,437974,542817,5497,0.697106,0.680724,0.016382,0.01505,0.017647,0.0,0.003187,0.008243,-0.005056,-0.007602,-0.002488,0.0,0.0,True,0.0,True
assist2012,1,deep,logistic_stacked,"dkt,sakt,akt,simplekt",akt,valid,432602,536087,5497,0.778036,0.772772,0.005263,0.004877,0.005626,0.0,0.002064,0.014935,-0.012871,-0.013445,-0.010663,0.0,0.0,True,0.0,True
assist2012,1,deep,ridge_stacked,"dkt,sakt,akt,simplekt",akt,valid,432602,536087,5497,0.778036,0.772772,0.005263,0.004877,0.005626,0.0,0.002064,0.014935,-0.012871,-0.013445,-0.010663,0.0,0.0,True,0.0,True
assist2012,1,deep,bma,"dkt,sakt,akt,simplekt",akt,valid,432602,536087,5497,0.772772,0.772772,0.0,0.0,0.0,1.0,0.014935,0.014935,0.0,0.0,0.0,1.0,1.0,False,1.0,False
assist2012,1,deep,xgb_stacked,"dkt,sakt,akt,simplekt",akt,valid,432602,536087,5497,0.778085,0.772772,0.005313,0.004913,0.005683,0.0,0.002176,0.014935,-0.012759,-0.013524,-0.010715,0.0,0.0,True,0.0,True
assist2012,1,deep,mlp_stacked,"dkt,sakt,akt,simplekt",akt,valid,432602,536087,5497,0.778014,0.772772,0.005242,0.004859,0.005597,0.0,0.005053,0.014935,-0.009882,-0.011973,-0.007501,0.0,0.0,True,0.0,True
assist2012,2,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,430248,542817,5497,0.696493,0.680908,0.015585,0.014347,0.016748,0.0,0.003988,0.00762,-0.003632,-0.005668,-0.002365,0.0,0.0,True,0.0,True
assist2012,2,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,430248,542817,5497,0.696493,0.680908,0.015586,0.014347,0.016748,0.0,0.003974,0.00762,-0.003646,-0.00567,-0.00236,0.0,0.0,True,0.0,True
assist2012,2,classical,bma,"bkt,pfa,pfa_recency,elorasch",bkt,valid,430248,542817,5497,0.680908,0.680908,0.0,0.0,0.0,1.0,0.00762,0.00762,0.0,0.0,0.0,1.0,1.0,False,1.0,False
assist2012,2,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,430248,542817,5497,0.699822,0.680908,0.018914,0.017496,0.020187,0.0,0.002172,0.00762,-0.005448,-0.007044,-0.003556,0.0,0.0,True,0.0,True
assist2012,2,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,430248,542817,5497,0.69812,0.680908,0.017212,0.015892,0.018429,0.0,0.005909,0.00762,-0.001711,-0.005444,0.000357,0.094,0.0,True,0.658,False
assist2012,2,deep,logistic_stacked,"dkt,sakt,akt,simplekt",akt,valid,424912,536087,5497,0.777755,0.771735,0.00602,0.005619,0.006413,0.0,0.001825,0.014769,-0.012944,-0.013703,-0.010223,0.0,0.0,True,0.0,True
assist2012,2,deep,ridge_stacked,"dkt,sakt,akt,simplekt",akt,valid,424912,536087,5497,0.777755,0.771735,0.00602,0.005619,0.006413,0.0,0.001824,0.014769,-0.012945,-0.013705,-0.010233,0.0,0.0,True,0.0,True
assist2012,2,deep,bma,"dkt,sakt,akt,simplekt",akt,valid,424912,536087,5497,0.771,0.771735,-0.000735,-0.00143,-4.3e-05,0.036,0.008496,0.014769,-0.006273,-0.007614,-0.004648,0.0,0.144,False,0.0,True
assist2012,2,deep,xgb_stacked,"dkt,sakt,akt,simplekt",akt,valid,424912,536087,5497,0.777955,0.771735,0.006221,0.005812,0.006626,0.0,0.001595,0.014769,-0.013175,-0.013709,-0.01084,0.0,0.0,True,0.0,True
assist2012,2,deep,mlp_stacked,"dkt,sakt,akt,simplekt",akt,valid,424912,536087,5497,0.777991,0.771735,0.006256,0.005855,0.006656,0.0,0.012276,0.014769,-0.002493,-0.003118,-0.001805,0.0,0.0,True,0.0,True
assist2012,3,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,424542,542817,5497,0.696656,0.680942,0.015715,0.01441,0.016921,0.0,0.004079,0.008015,-0.003936,-0.005582,-0.002263,0.0,0.0,True,0.0,True
assist2012,3,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,424542,542817,5497,0.696657,0.680942,0.015715,0.01441,0.016921,0.0,0.004077,0.008015,-0.003938,-0.005585,-0.002267,0.0,0.0,True,0.0,True
assist2012,3,classical,bma,"bkt,pfa,pfa_recency,elorasch",bkt,valid,424542,542817,5497,0.680942,0.680942,0.0,0.0,0.0,1.0,0.008015,0.008015,0.0,0.0,0.0,1.0,1.0,False,1.0,False
assist2012,3,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,424542,542817,5497,0.699606,0.680942,0.018665,0.017256,0.01997,0.0,0.001958,0.008015,-0.006056,-0.007247,-0.003607,0.0,0.0,True,0.0,True
assist2012,3,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,424542,542817,5497,0.697139,0.680942,0.016198,0.014845,0.017516,0.0,0.01312,0.008015,0.005105,0.000559,0.008024,0.027,0.0,True,0.216,False
assist2012,3,deep,logistic_stacked,"dkt,sakt,akt,simplekt",akt,valid,419158,536087,5497,0.777817,0.771509,0.006308,0.0059,0.006706,0.0,0.001666,0.014137,-0.012471,-0.013054,-0.010162,0.0,0.0,True,0.0,True
assist2012,3,deep,ridge_stacked,"dkt,sakt,akt,simplekt",akt,valid,419158,536087,5497,0.777817,0.771509,0.006308,0.0059,0.006706,0.0,0.001664,0.014137,-0.012472,-0.013052,-0.010159,0.0,0.0,True,0.0,True
assist2012,3,deep,bma,"dkt,sakt,akt,simplekt",akt,valid,419158,536087,5497,0.770207,0.771509,-0.001302,-0.001981,-0.000639,0.0,0.015383,0.014137,0.001246,-0.000893,0.003361,0.262,0.0,True,1.0,False
assist2012,3,deep,xgb_stacked,"dkt,sakt,akt,simplekt",akt,valid,419158,536087,5497,0.777875,0.771509,0.006366,0.005954,0.006757,0.0,0.002317,0.014137,-0.011819,-0.012485,-0.009622,0.0,0.0,True,0.0,True
assist2012,3,deep,mlp_stacked,"dkt,sakt,akt,simplekt",akt,valid,419158,536087,5497,0.777914,0.771509,0.006406,0.005997,0.006806,0.0,0.00778,0.014137,-0.006357,-0.006925,-0.005566,0.0,0.0,True,0.0,True
assist2012,4,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,428860,542817,5497,0.696552,0.680866,0.015686,0.014409,0.016899,0.0,0.004083,0.008151,-0.004067,-0.006378,-0.00156,0.0,0.0,True,0.0,True
assist2012,4,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,428860,542817,5497,0.696552,0.680866,0.015686,0.014409,0.0169,0.0,0.004088,0.008151,-0.004063,-0.006376,-0.001561,0.0,0.0,True,0.0,True
assist2012,4,classical,bma,"bkt,pfa,pfa_recency,elorasch",bkt,valid,428860,542817,5497,0.680866,0.680866,0.0,0.0,0.0,1.0,0.008151,0.008151,0.0,0.0,0.0,1.0,1.0,False,1.0,False
assist2012,4,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,428860,542817,5497,0.69971,0.680866,0.018844,0.017446,0.02016,0.0,0.002552,0.008151,-0.005599,-0.007582,-0.002929,0.0,0.0,True,0.0,True
assist2012,4,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,428860,542817,5497,0.697905,0.680866,0.017039,0.015628,0.018366,0.0,0.008078,0.008151,-7.3e-05,-0.004177,0.002852,0.921,0.0,True,1.0,False
assist2012,4,deep,logistic_stacked,"dkt,sakt,akt,simplekt",akt,valid,423475,536087,5497,0.778014,0.772492,0.005522,0.00512,0.005918,0.0,0.002003,0.01261,-0.010608,-0.011455,-0.008214,0.0,0.0,True,0.0,True
assist2012,4,deep,ridge_stacked,"dkt,sakt,akt,simplekt",akt,valid,423475,536087,5497,0.778014,0.772492,0.005522,0.00512,0.005918,0.0,0.002003,0.01261,-0.010607,-0.011455,-0.008213,0.0,0.0,True,0.0,True
assist2012,4,deep,bma,"dkt,sakt,akt,simplekt",akt,valid,423475,536087,5497,0.772492,0.772492,0.0,0.0,0.0,1.0,0.01261,0.01261,0.0,0.0,0.0,1.0,1.0,False,1.0,False
assist2012,4,deep,xgb_stacked,"dkt,sakt,akt,simplekt",akt,valid,423475,536087,5497,0.778183,0.772492,0.005691,0.005278,0.006088,0.0,0.001888,0.01261,-0.010723,-0.011366,-0.008188,0.0,0.0,True,0.0,True
assist2012,4,deep,mlp_stacked,"dkt,sakt,akt,simplekt",akt,valid,423475,536087,5497,0.778266,0.772492,0.005773,0.005375,0.006168,0.0,0.00664,0.01261,-0.005971,-0.006711,-0.004824,0.0,0.0,True,0.0,True
ednet,0,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,79103,133974,937,0.647442,0.641491,0.005951,0.003723,0.008623,0.0,0.012341,0.047139,-0.034798,-0.041866,-0.024786,0.0,0.0,True,0.0,True
ednet,0,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,79103,133974,937,0.647442,0.641491,0.005951,0.003725,0.008621,0.0,0.012347,0.047139,-0.034792,-0.0419,-0.024781,0.0,0.0,True,0.0,True
ednet,0,classical,bma,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,79103,133974,937,0.62951,0.641491,-0.011981,-0.020089,-0.003479,0.001,0.018786,0.047139,-0.028353,-0.034866,-0.017638,0.002,0.005,True,0.014,True
ednet,0,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,79103,133974,937,0.647878,0.641491,0.006387,0.003811,0.009351,0.0,0.008873,0.047139,-0.038265,-0.046028,-0.02602,0.0,0.0,True,0.0,True
ednet,0,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,79103,133974,937,0.645343,0.641491,0.003852,0.000806,0.007327,0.016,0.006096,0.047139,-0.041042,-0.044238,-0.028385,0.0,0.048,True,0.0,True
ednet,0,deep,logistic_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,77883,132209,937,0.665357,0.658462,0.006895,0.005414,0.00843,0.0,0.015092,0.148408,-0.133317,-0.139429,-0.117175,0.0,0.0,True,0.0,True
ednet,0,deep,ridge_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,77883,132209,937,0.665358,0.658462,0.006896,0.005414,0.008431,0.0,0.015122,0.148408,-0.133287,-0.139445,-0.117175,0.0,0.0,True,0.0,True
ednet,0,deep,bma,"dkt,sakt,akt,simplekt",simplekt,valid,77883,132209,937,0.606431,0.658462,-0.052031,-0.057024,-0.047837,0.0,0.090556,0.148408,-0.057852,-0.061496,-0.053391,0.0,0.0,True,0.0,True
ednet,0,deep,xgb_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,77883,132209,937,0.680314,0.658462,0.021852,0.018981,0.02461,0.0,0.008049,0.148408,-0.14036,-0.148446,-0.121783,0.0,0.0,True,0.0,True
ednet,0,deep,mlp_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,77883,132209,937,0.673458,0.658462,0.014996,0.013104,0.016773,0.0,0.014534,0.148408,-0.133875,-0.141184,-0.117699,0.0,0.0,True,0.0,True
ednet,1,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,111863,133974,937,0.646918,0.640902,0.006016,0.003752,0.008776,0.0,0.010888,0.04591,-0.035022,-0.038743,-0.028918,0.0,0.0,True,0.0,True
ednet,1,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,111863,133974,937,0.646912,0.640902,0.00601,0.003674,0.008853,0.0,0.010484,0.04591,-0.035426,-0.038554,-0.029021,0.0,0.0,True,0.0,True
ednet,1,classical,bma,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,111863,133974,937,0.640902,0.640902,0.0,0.0,0.0,1.0,0.04591,0.04591,0.0,0.0,0.0,1.0,1.0,False,1.0,False
ednet,1,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,111863,133974,937,0.647351,0.640902,0.006449,0.004383,0.009024,0.0,0.007266,0.04591,-0.038644,-0.042667,-0.030961,0.0,0.0,True,0.0,True
ednet,1,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,111863,133974,937,0.647364,0.640902,0.006462,0.00427,0.009159,0.0,0.013564,0.04591,-0.032346,-0.035285,-0.027574,0.0,0.0,True,0.0,True
ednet,1,deep,logistic_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,110391,132209,937,0.664904,0.659407,0.005498,0.003774,0.007153,0.0,0.028481,0.132468,-0.103987,-0.118241,-0.08287,0.0,0.0,True,0.0,True
ednet,1,deep,ridge_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,110391,132209,937,0.664905,0.659407,0.005498,0.003774,0.007153,0.0,0.028465,0.132468,-0.104003,-0.118208,-0.082874,0.0,0.0,True,0.0,True
ednet,1,deep,bma,"dkt,sakt,akt,simplekt",simplekt,valid,110391,132209,937,0.606841,0.659407,-0.052565,-0.05722,-0.048567,0.0,0.091434,0.132468,-0.041033,-0.044911,-0.036648,0.0,0.0,True,0.0,True
ednet,1,deep,xgb_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,110391,132209,937,0.682529,0.659407,0.023122,0.019842,0.026336,0.0,0.023556,0.132468,-0.108912,-0.12809,-0.087322,0.0,0.0,True,0.0,True
ednet,1,deep,mlp_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,110391,132209,937,0.679794,0.659407,0.020387,0.016971,0.023832,0.0,0.033796,0.132468,-0.098672,-0.119297,-0.075882,0.0,0.0,True,0.0,True
ednet,2,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,86355,133974,937,0.647616,0.641586,0.00603,0.003583,0.00892,0.0,0.011909,0.04684,-0.034931,-0.042109,-0.023745,0.0,0.0,True,0.0,True
ednet,2,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,86355,133974,937,0.647609,0.641586,0.006023,0.003466,0.009073,0.0,0.011452,0.04684,-0.035388,-0.042444,-0.024007,0.0,0.0,True,0.0,True
ednet,2,classical,bma,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,86355,133974,937,0.629019,0.641586,-0.012567,-0.020893,-0.003952,0.0,0.017739,0.04684,-0.029101,-0.035277,-0.019127,0.001,0.0,True,0.01,True
ednet,2,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,86355,133974,937,0.647883,0.641586,0.006297,0.003081,0.010108,0.0,0.009432,0.04684,-0.037408,-0.045406,-0.024427,0.0,0.0,True,0.0,True
ednet,2,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",elorasch,valid,86355,133974,937,0.64819,0.641586,0.006604,0.004212,0.009706,0.0,0.01781,0.04684,-0.02903,-0.041188,-0.015864,0.001,0.0,True,0.01,True
ednet,2,deep,logistic_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,85108,132209,937,0.662051,0.657867,0.004184,0.003164,0.005312,0.0,0.013229,0.146561,-0.133333,-0.140297,-0.118883,0.0,0.0,True,0.0,True
ednet,2,deep,ridge_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,85108,132209,937,0.662051,0.657867,0.004185,0.003164,0.005313,0.0,0.013228,0.146561,-0.133333,-0.140297,-0.11887,0.0,0.0,True,0.0,True
ednet,2,deep,bma,"dkt,sakt,akt,simplekt",simplekt,valid,85108,132209,937,0.606587,0.657867,-0.05128,-0.056004,-0.047208,0.0,0.088401,0.146561,-0.058161,-0.061898,-0.054469,0.0,0.0,True,0.0,True
ednet,2,deep,xgb_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,85108,132209,937,0.67921,0.657867,0.021343,0.018292,0.024316,0.0,0.006136,0.146561,-0.140426,-0.14709,-0.123218,0.0,0.0,True,0.0,True
ednet,2,deep,mlp_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,85108,132209,937,0.674712,0.657867,0.016845,0.014477,0.019227,0.0,0.011329,0.146561,-0.135232,-0.145113,-0.116032,0.0,0.0,True,0.0,True
ednet,3,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,91741,133974,937,0.646137,0.628835,0.017302,0.011168,0.023554,0.0,0.016856,0.018296,-0.00144,-0.010335,0.008044,0.814,0.0,True,1.0,False
ednet,3,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,91741,133974,937,0.646087,0.628835,0.017252,0.011148,0.023479,0.0,0.017108,0.018296,-0.001188,-0.010481,0.008401,0.831,0.0,True,1.0,False
ednet,3,classical,bma,"bkt,pfa,pfa_recency,elorasch",bkt,valid,91741,133974,937,0.628835,0.628835,0.0,0.0,0.0,1.0,0.018296,0.018296,0.0,0.0,0.0,1.0,1.0,False,1.0,False
ednet,3,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,91741,133974,937,0.646052,0.628835,0.017217,0.010655,0.023993,0.0,0.010697,0.018296,-0.007598,-0.013761,-0.000719,0.027,0.0,True,0.14400000000000002,False
ednet,3,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",bkt,valid,91741,133974,937,0.647647,0.628835,0.018812,0.011683,0.026424,0.0,0.011655,0.018296,-0.006641,-0.012041,-0.001113,0.024,0.0,True,0.14400000000000002,False
ednet,3,deep,logistic_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,90433,132209,937,0.659729,0.65679,0.002939,0.002402,0.003503,0.0,0.022827,0.145087,-0.12226,-0.133799,-0.101696,0.0,0.0,True,0.0,True
ednet,3,deep,ridge_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,90433,132209,937,0.65973,0.65679,0.00294,0.002403,0.003504,0.0,0.022797,0.145087,-0.12229,-0.133829,-0.101696,0.0,0.0,True,0.0,True
ednet,3,deep,bma,"dkt,sakt,akt,simplekt",simplekt,valid,90433,132209,937,0.606335,0.65679,-0.050455,-0.055347,-0.046044,0.0,0.089656,0.145087,-0.055431,-0.059562,-0.051631,0.0,0.0,True,0.0,True
ednet,3,deep,xgb_stacked,"dkt,sakt,akt,simplekt",simplekt,valid,90433,132209,937,0.679488,0.65679,0.022698,0.020375,0.025001,0.0,0.01764,0.145087,-0.127447,-0.14433,-0.104785,0.0,0.0,True,0.0,True
